t,value
1717402990,138
1717403020,138
1717403050,138
1717403080,138
1717403110,138
1717403140,138
1717403170,138
1717403200,138
1717403230,138
1717403260,138
1717403290,138
1717403320,138
1717403350,138
1717403380,138
1717403410,138
1717403440,138
1717403470,138
1717403500,138
1717403530,138
1717403560,138
1717403590,138
1717403620,138
1717403650,138
1717403680,138
1717403710,138
1717403740,138
1717403770,138
1717403800,138
1717403830,138
1717403860,138
1717403890,138
1717403920,138
1717403950,138
1717403980,138
1717404010,138
1717404041,138
1717404071,138
1717404101,138
1717404131,138
1717404161,138
1717404191,138
1717404221,138
1717404251,138
1717404281,138
1717404311,138
1717404341,138
1717404371,138
1717404401,138
1717404431,138
1717404461,138
1717404491,138
1717404521,138
1717404551,138
1717404581,138
1717404611,138
1717404641,138
1717404671,138
1717404701,138
1717404731,138
1717404761,138
1717404791,138
1717404821,138
1717404851,138
1717404881,138
1717404911,138
1717404941,138
1717404971,138
1717405001,138
1717405031,138
1717405061,138
1717405091,138
1717405121,138
1717405151,138
1717405181,138
1717405211,138
1717405241,138
1717405271,138
1717405301,138
1717405331,138
1717405361,138
1717405391,138
1717405421,138
1717405451,138
1717405481,138
1717405511,138
1717405541,138
1717405571,138
1717405601,138
1717405631,138
1717405661,138
1717405691,138
1717405721,138
1717405751,138
1717405781,138
1717405811,138
1717405841,138
1717405871,138
1717405901,138
1717405931,138
1717405961,138
1717405991,138
1717406021,138
1717406051,138
1717406081,138
1717406111,138
1717406141,138
1717406171,138
1717406201,138
1717406231,138
1717406261,138
1717406291,138
1717406321,138
1717406351,138
1717406381,138
1717406411,138
1717406441,138
1717406471,138
1717406501,138
1717406531,138
1717406561,138
1717406591,138
1717406621,138
1717406651,138
1717406681,138
1717406711,138
1717406741,138
1717406771,138
1717406801,138
1717406831,138
1717406861,138
1717406891,138
1717406921,138
1717406951,138
1717406981,138
1717407011,138
1717407042,138
1717407072,138
1717407102,138
1717407132,138
1717407162,138
1717407192,138
1717407222,138
1717407252,138
1717407282,138
1717407312,138
1717407342,138
1717407372,138
1717407402,138
1717407432,138
1717407462,138
1717407492,138
1717407522,138
1717407552,138
1717407582,138
1717407612,138
1717407642,138
1717407672,138
1717407702,138
1717407732,138
1717407762,138
1717407792,138
1717407822,138
1717407852,138
1717407882,138
1717407912,138
1717407942,138
1717407972,138
1717408002,138
1717408032,138
1717408062,138
1717408092,138
1717408122,138
1717408152,138
1717408182,138
1717408212,138
1717408242,138
1717408272,138
1717408302,138
1717408332,138
1717408362,138
1717408392,138
1717408422,138
1717408452,138
1717408482,138
1717408512,138
1717408542,138
1717408572,138
1717408602,138
1717408632,138
1717408662,138
1717408692,138
1717408722,138
1717408752,138
1717408782,138
1717408812,138
1717408842,138
1717408872,138
1717408902,138
1717408932,138
1717408962,138
1717408992,138
1717409022,138
1717409052,138
1717409082,138
1717409112,138
1717409142,138
1717409172,138
1717409202,138
1717409232,138
1717409262,138
1717409292,138
1717409322,138
1717409352,138
1717409382,138
1717409412,138
1717409442,138
1717409472,138
1717409502,138
1717409532,138
1717409562,138
1717409592,138
1717409622,138
1717409652,138
1717409682,138
1717409712,138
1717409742,138
1717409772,138
1717409802,138
1717409832,138
1717409862,138
1717409892,138
1717409922,138
1717409952,138
1717409982,138
1717410013,138
1717410043,138
1717410073,138
1717410103,138
1717410133,138
1717410163,138
1717410193,138
1717410223,138
1717410253,138
1717410283,138
1717410313,138
1717410343,138
1717410373,138
1717410403,138
1717410433,138
1717410463,138
1717410493,138
1717410523,138
1717410553,138
1717410583,138
1717410613,138
1717410643,138
1717410673,138
1717410703,138
1717410733,138
1717410763,138
1717410793,138
1717410823,138
1717410853,138
1717410883,138
1717410913,138
1717410943,138
1717410973,138
1717411003,138
1717411033,138
1717411063,138
1717411093,138
1717411123,138
1717411153,138
1717411183,138
1717411213,138
1717411243,138
1717411273,138
1717411303,138
1717411333,138
1717411363,138
1717411393,138
1717411423,138
1717411453,138
1717411483,138
1717411513,138
1717411543,138
1717411573,138
1717411603,138
1717411633,138
1717411663,138
1717411693,138
1717411723,138
1717411753,138
1717411783,138
1717411813,138
1717411843,138
1717411873,138
1717411903,138
1717411933,138
1717411963,138
1717411993,138
1717412023,138
1717412053,138
1717412083,138
