t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1717382881,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717382911,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717382941,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717382971,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383001,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383031,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383061,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383091,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383121,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383151,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383181,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383211,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383241,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383271,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383301,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383331,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383361,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383391,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383421,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383451,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383481,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383511,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383541,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383571,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383601,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383631,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383661,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383691,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383721,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383751,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383781,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383811,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383841,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383871,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383901,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383931,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383961,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717383991,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384021,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384051,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384081,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384111,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384141,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384171,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384202,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384232,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384262,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384292,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384322,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384352,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384382,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384412,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384442,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384472,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384502,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384532,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384562,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384592,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384622,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384652,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384682,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384712,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384742,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384772,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384802,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384832,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384862,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384892,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384922,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384952,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717384982,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385012,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385042,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385072,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385102,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385132,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385162,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385192,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385222,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385252,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385282,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385312,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385342,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385372,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385402,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385432,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385462,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385492,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385522,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385552,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385582,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385612,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385642,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385672,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385702,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385732,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385762,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385792,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385822,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385852,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385882,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385912,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385942,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717385972,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386002,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386032,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386062,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386092,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386122,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386152,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386182,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386212,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386242,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386272,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386302,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386332,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386362,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386392,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386422,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386452,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386482,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386512,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386542,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386572,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386602,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386632,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386662,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386692,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386722,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386752,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386783,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386813,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386843,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386873,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386903,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386933,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386963,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717386993,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387023,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387053,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387083,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387113,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387143,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387173,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387203,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387233,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387263,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387293,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387323,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387353,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387383,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387413,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387443,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387473,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387503,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387533,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387563,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387593,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387623,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387653,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387683,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387713,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387743,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387773,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387803,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387833,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387863,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387893,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387923,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387953,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717387983,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388013,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388043,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388073,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388103,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388133,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388163,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388193,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388223,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388253,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388283,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388313,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388343,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388373,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388403,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388433,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388463,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388493,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388523,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388553,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388583,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388613,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388643,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388673,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388703,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388733,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388763,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388793,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388823,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388853,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388883,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388913,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388943,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717388973,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389003,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389034,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389064,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389094,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389124,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389154,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389184,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389214,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389244,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389274,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389304,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389334,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389364,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389394,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389424,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389454,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389484,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389514,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389544,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389574,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389604,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389634,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389664,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389694,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389724,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389754,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389784,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
1717389814,2,1162,1136.500000,1111,36.062446,1136.500000,1162.000000,1162.000000,1162.000000,1162.000000,1162.000000
